asset_age_years,criticality_score,open_defect_count,highest_defect_severity,active_task_count,highest_task_severity,days_overdue,total_task_duration,risk_label
28,10,0,0,0,0,15,0.0,0
9,10,1,35,1,25,0,4.39,1
16,50,1,35,1,25,0,7.85,1
30,40,0,0,2,35,49,3.83,1
23,40,2,25,0,0,48,0.0,1
6,50,2,15,1,15,31,7.06,1
18,10,1,25,2,35,0,3.36,1
19,50,2,35,0,0,0,0.0,1
20,25,0,0,3,5,0,5.17,0
0,40,1,35,1,15,0,4.11,1
9,25,1,35,0,0,0,0.0,0
26,25,0,0,2,15,0,5.66,1
7,50,1,15,1,5,0,7.23,1
9,10,0,0,0,0,0,0.0,0
9,50,1,15,0,0,42,0.0,1
5,25,0,0,1,25,5,3.81,0
4,40,1,35,1,35,0,6.18,1
10,50,1,15,1,35,0,7.12,1
27,10,0,0,0,0,17,0.0,0
0,50,2,25,1,35,0,6.42,1
8,40,1,25,1,5,15,0.68,1
1,40,4,25,2,35,0,0.5,1
17,10,1,25,3,25,0,7.12,1
7,40,1,35,1,35,26,5.97,1
24,40,0,0,2,35,0,7.69,1
18,40,0,0,1,15,0,2.69,1
24,25,0,0,0,0,0,0.0,0
19,25,0,0,2,25,0,6.41,1
13,50,0,0,1,35,0,6.51,1
26,10,2,35,3,15,0,6.93,1
14,40,2,25,1,35,0,5.69,1
29,50,3,25,0,0,22,0.0,1
30,10,1,35,0,0,5,0.0,1
18,25,1,25,3,35,42,1.54,1
20,40,1,25,2,25,36,5.61,1
7,10,0,0,2,25,0,5.03,0
25,40,1,25,0,0,0,0.0,1
20,40,1,15,2,25,0,3.0,1
27,40,1,5,2,35,23,2.06,1
8,25,1,35,1,25,0,7.14,1
24,40,0,0,0,0,0,0.0,0
14,40,0,0,1,25,54,1.56,1
5,25,3,25,1,15,0,3.67,1
5,40,1,15,0,0,22,0.0,1
17,50,1,15,2,35,0,5.17,1
9,40,0,0,0,0,8,0.0,0
3,40,2,35,1,35,0,7.79,1
13,25,0,0,0,0,0,0.0,0
20,10,0,0,1,25,0,5.53,0
9,25,0,0,1,35,51,2.79,1
29,10,0,0,4,25,8,0.95,1
24,50,1,25,0,0,0,0.0,1
15,25,3,25,0,0,5,0.0,1
28,50,0,0,2,35,29,2.88,1
13,25,0,0,4,15,0,2.7,0
4,25,0,0,2,15,0,6.64,0
1,25,2,5,0,0,0,0.0,0
29,25,0,0,2,35,35,3.32,1
29,40,1,35,0,0,0,0.0,1
22,50,1,35,0,0,0,0.0,1
3,50,0,0,0,0,17,0.0,0
9,25,0,0,3,25,51,1.24,1
1,40,0,0,1,25,17,7.02,1
1,10,0,0,2,35,0,0.64,0
7,50,1,25,1,25,58,0.52,1
17,40,1,25,0,0,0,0.0,1
2,25,0,0,1,25,39,4.06,1
30,25,0,0,1,25,12,1.02,1
14,10,0,0,1,25,0,1.83,0
8,25,0,0,0,0,0,0.0,0
15,50,0,0,2,15,0,7.89,1
24,40,3,25,1,15,0,6.83,1
9,50,2,35,0,0,25,0.0,1
1,10,0,0,0,0,0,0.0,0
1,40,1,35,1,25,5,6.23,1
26,25,1,35,0,0,0,0.0,1
3,40,1,25,1,35,0,5.53,1
19,25,4,25,1,25,0,0.86,1
11,25,2,25,1,25,51,6.77,1
24,40,0,0,0,0,39,0.0,1
1,25,0,0,1,25,0,4.03,0
27,40,0,0,2,15,0,1.24,1
21,40,1,35,1,25,26,2.76,1
13,10,2,15,2,15,41,4.26,1
6,50,0,0,0,0,37,0.0,1
30,40,1,15,0,0,36,0.0,1
9,50,0,0,2,25,24,0.6,1
15,40,0,0,2,15,0,2.39,0
12,40,0,0,4,25,0,3.02,1
7,40,0,0,2,25,0,3.98,1
12,50,1,35,1,35,22,0.51,1
4,40,0,0,1,35,16,4.74,1
0,25,0,0,2,35,48,1.98,1
8,10,1,25,0,0,0,0.0,0
3,40,0,0,1,25,0,4.98,0
12,10,0,0,0,0,29,0.0,0
26,25,2,35,0,0,0,0.0,1
5,10,1,15,1,25,0,2.29,0
0,40,1,25,2,15,0,3.52,1
3,25,1,15,1,5,0,5.18,0
15,40,1,25,0,0,0,0.0,1
8,40,0,0,0,0,29,0.0,0
15,50,2,35,2,15,0,5.42,1
0,25,1,25,1,15,0,0.73,0
10,40,1,25,2,25,0,4.51,1
12,40,0,0,2,35,44,6.62,1
13,40,1,15,0,0,0,0.0,0
17,40,0,0,0,0,32,0.0,1
24,25,0,0,1,25,0,2.05,0
14,50,0,0,1,25,0,4.49,1
26,10,1,35,2,25,58,3.86,1
16,50,0,0,1,15,0,6.87,1
8,40,1,35,2,25,0,3.79,1
7,25,0,0,1,25,0,7.58,0
9,40,2,35,0,0,0,0.0,1
18,10,2,15,0,0,0,0.0,0
7,40,2,25,1,25,15,5.39,1
28,40,1,15,0,0,0,0.0,1
14,10,3,5,1,15,0,4.71,1
26,10,2,15,0,0,0,0.0,0
21,40,0,0,0,0,0,0.0,0
10,25,1,15,0,0,0,0.0,0
7,50,2,15,1,35,3,2.69,1
23,40,0,0,0,0,0,0.0,0
10,40,1,35,1,25,0,4.97,1
7,25,1,15,0,0,26,0.0,0
28,40,1,35,1,25,32,1.48,1
14,50,2,35,0,0,50,0.0,1
1,10,0,0,0,0,0,0.0,0
15,25,0,0,0,0,39,0.0,1
14,25,2,25,3,5,57,3.62,1
26,25,0,0,2,15,6,2.63,1
22,40,0,0,2,25,0,5.53,1
5,40,1,25,1,35,33,6.23,1
4,40,0,0,1,15,50,7.46,1
18,25,0,0,0,0,0,0.0,0
1,10,0,0,2,25,31,2.17,0
9,25,0,0,5,35,17,7.14,1
4,50,0,0,0,0,0,0.0,0
0,40,1,35,1,25,47,6.84,1
28,25,0,0,0,0,53,0.0,1
2,40,1,5,1,25,16,6.97,1
0,10,2,25,2,25,34,6.05,1
28,25,2,25,1,25,0,2.51,1
5,25,0,0,1,35,0,7.08,0
25,50,0,0,0,0,49,0.0,1
0,40,0,0,1,5,0,5.0,0
4,40,2,35,1,35,0,6.05,1
3,10,1,35,0,0,0,0.0,0
21,25,0,0,1,15,0,2.04,0
19,40,1,35,1,35,0,1.68,1
14,25,2,25,1,35,0,2.58,1
7,50,1,25,1,35,0,4.34,1
2,40,2,35,0,0,10,0.0,1
17,25,0,0,1,35,0,3.62,1
7,40,0,0,0,0,0,0.0,0
18,50,0,0,4,35,0,7.16,1
21,40,1,35,1,15,0,0.6,1
26,40,1,25,1,5,1,1.1,1
15,50,0,0,0,0,45,0.0,1
0,25,0,0,0,0,0,0.0,0
8,50,0,0,1,25,0,2.94,0
26,10,1,35,2,25,0,1.76,1
16,40,0,0,1,25,46,3.55,1
19,40,0,0,2,35,10,5.88,1
14,40,0,0,1,35,36,7.95,1
5,40,2,35,1,35,44,2.02,1
27,40,1,25,0,0,0,0.0,1
23,25,2,5,0,0,0,0.0,1
30,25,2,15,1,25,0,2.49,1
26,25,2,35,3,35,0,6.27,1
9,40,2,15,1,35,58,2.54,1
7,25,1,25,1,35,0,5.78,1
7,25,1,25,1,35,0,4.88,1
28,50,0,0,1,15,0,6.91,1
17,25,0,0,0,0,0,0.0,0
14,25,2,35,1,5,49,0.75,1
30,25,2,35,2,35,14,7.85,1
18,25,0,0,3,35,0,7.73,1
28,40,1,35,2,35,0,0.67,1
30,25,0,0,0,0,0,0.0,0
2,10,2,25,0,0,35,0.0,1
11,50,2,15,1,35,0,4.25,1
22,50,0,0,1,35,44,3.51,1
25,40,2,25,1,35,0,2.41,1
4,50,1,15,2,35,17,7.83,1
9,50,2,25,0,0,0,0.0,1
16,25,0,0,0,0,10,0.0,0
24,40,0,0,1,35,27,1.81,1
3,40,3,35,0,0,44,0.0,1
18,25,1,25,0,0,0,0.0,0
9,25,0,0,0,0,0,0.0,0
6,10,0,0,0,0,0,0.0,0
15,40,1,25,1,25,0,2.48,1
12,40,2,25,1,5,0,0.56,1
19,40,0,0,1,5,0,4.85,1
9,25,2,35,2,25,32,6.96,1
25,25,2,25,1,35,0,5.16,1
2,40,1,25,0,0,0,0.0,0
26,40,0,0,1,35,0,5.39,1
0,50,1,15,0,0,37,0.0,1
22,50,0,0,4,25,40,1.0,1
10,50,0,0,2,25,58,5.86,1
11,50,0,0,2,25,0,3.57,1
0,50,0,0,2,35,0,4.05,1
21,40,1,25,2,25,0,4.89,1
5,10,0,0,0,0,0,0.0,0
20,10,2,15,4,15,0,7.82,1
22,25,0,0,1,25,39,6.11,1
26,25,0,0,1,25,9,5.63,1
21,25,0,0,0,0,0,0.0,0
9,50,0,0,0,0,25,0.0,0
22,25,2,25,1,25,11,3.74,1
25,50,1,35,0,0,0,0.0,1
9,40,0,0,0,0,46,0.0,1
3,40,0,0,4,35,0,0.76,1
27,40,0,0,0,0,0,0.0,0
4,25,1,5,0,0,0,0.0,0
18,40,1,25,0,0,0,0.0,1
7,25,2,15,0,0,60,0.0,1
3,50,0,0,1,35,47,4.54,1
24,25,2,15,2,15,0,5.46,1
4,25,1,5,5,15,15,5.78,1
20,40,0,0,1,25,0,5.06,1
21,40,1,15,1,15,42,2.75,1
1,40,1,35,0,0,0,0.0,1
5,40,0,0,0,0,0,0.0,0
24,25,0,0,0,0,0,0.0,0
15,40,0,0,0,0,0,0.0,0
3,25,2,35,0,0,0,0.0,1
30,25,0,0,1,25,2,2.16,1
8,25,1,35,2,5,0,1.18,1
0,25,0,0,1,5,0,5.77,0
28,25,1,25,0,0,0,0.0,1
0,40,3,35,3,35,0,7.78,1
17,25,0,0,1,15,17,4.44,0
30,25,0,0,1,35,19,5.55,1
17,40,3,35,0,0,0,0.0,1
18,10,2,25,2,25,29,5.69,1
12,40,1,5,0,0,0,0.0,0
3,50,0,0,0,0,0,0.0,0
17,25,1,35,1,25,0,1.71,1
27,50,0,0,1,15,20,1.94,1
2,10,0,0,0,0,26,0.0,0
27,10,0,0,0,0,0,0.0,0
12,40,1,35,1,5,0,2.06,1
16,40,0,0,1,25,0,7.5,1
5,50,1,15,1,35,1,0.62,1
19,10,0,0,1,35,50,4.56,1
5,40,0,0,1,5,0,3.33,0
8,25,0,0,4,5,0,5.45,0
22,25,0,0,1,15,0,2.15,0
1,25,0,0,0,0,0,0.0,0
13,50,0,0,1,35,0,7.71,1
18,10,3,25,2,15,0,2.98,1
4,50,0,0,3,15,0,7.44,1
9,40,2,25,1,35,0,4.92,1
10,40,0,0,1,35,0,3.61,1
20,40,0,0,0,0,24,0.0,0
30,50,1,25,0,0,0,0.0,1
25,25,0,0,0,0,0,0.0,0
5,10,2,35,1,25,0,6.0,1
0,40,0,0,0,0,49,0.0,1
1,25,2,25,1,15,0,4.65,1
18,10,1,35,0,0,0,0.0,1
4,25,1,35,1,25,0,1.54,1
7,25,1,5,3,15,4,5.78,0
26,10,0,0,2,25,52,4.85,1
27,10,0,0,1,35,0,4.74,1
26,50,0,0,0,0,0,0.0,1
7,25,0,0,2,15,38,6.04,1
19,50,1,35,2,35,14,5.4,1
18,50,0,0,0,0,0,0.0,0
5,10,1,35,3,25,46,3.25,1
17,40,3,25,1,35,45,2.89,1
16,40,1,25,1,5,0,2.38,1
12,40,0,0,3,25,0,4.81,1
23,10,0,0,0,0,44,0.0,0
21,25,0,0,1,5,53,2.75,1
16,10,0,0,0,0,0,0.0,0
22,40,0,0,0,0,0,0.0,0
23,50,4,35,1,35,0,1.4,1
17,40,0,0,0,0,58,0.0,1
8,40,1,25,0,0,0,0.0,1
23,50,0,0,1,5,0,6.37,1
22,40,1,15,1,25,10,2.07,1
30,10,0,0,0,0,0,0.0,0
4,50,0,0,1,35,0,1.74,1
12,25,0,0,1,35,17,6.87,1
28,10,2,25,0,0,0,0.0,1
15,40,2,15,1,25,3,5.77,1
29,50,1,25,1,25,0,6.25,1
0,25,1,15,1,25,0,3.13,1
1,40,2,25,2,25,4,5.13,1
24,25,0,0,3,25,7,7.49,1
11,10,0,0,1,5,42,2.62,0
16,10,2,25,1,25,0,1.02,1
13,40,1,35,2,5,37,1.78,1
12,50,1,25,1,25,3,7.23,1
29,10,1,35,1,25,0,2.61,1
2,25,0,0,2,15,0,4.18,0
23,25,0,0,1,35,0,4.51,1
27,10,2,35,2,35,0,7.7,1
20,40,1,15,1,25,26,2.76,1
12,40,0,0,0,0,0,0.0,0
4,40,1,25,0,0,0,0.0,0
21,25,0,0,0,0,7,0.0,0
14,40,0,0,0,0,0,0.0,0
4,10,0,0,1,35,0,4.41,0
11,25,3,15,0,0,12,0.0,1
29,50,2,35,2,15,4,7.69,1
8,40,1,25,1,15,32,2.01,1
5,50,0,0,1,15,0,4.98,0
21,50,1,15,0,0,5,0.0,1
6,40,0,0,0,0,0,0.0,0
28,50,0,0,1,25,48,0.98,1
26,25,1,15,2,15,0,2.47,1
30,10,3,25,1,35,0,1.02,1
28,10,1,35,0,0,56,0.0,1
7,10,0,0,2,25,52,2.98,1
6,10,2,35,0,0,0,0.0,1
10,25,2,5,0,0,50,0.0,1
14,40,0,0,2,25,46,2.05,1
27,40,0,0,1,25,0,6.49,1
22,40,0,0,0,0,0,0.0,0
19,10,1,25,2,25,0,3.98,1
27,40,0,0,2,35,0,3.54,1
20,25,0,0,1,25,0,5.69,0
11,10,2,25,2,35,0,7.6,1
12,25,0,0,0,0,55,0.0,1
16,25,0,0,0,0,0,0.0,0
2,25,0,0,0,0,0,0.0,0
22,50,0,0,3,25,0,2.76,1
20,40,0,0,1,25,0,1.0,1
22,40,0,0,1,25,0,1.32,1
16,10,2,25,1,35,0,6.93,1
24,50,0,0,0,0,0,0.0,0
29,40,0,0,0,0,54,0.0,1
17,25,1,15,1,25,13,6.84,1
13,40,2,25,1,25,0,4.07,1
3,40,0,0,0,0,37,0.0,0
24,25,1,35,0,0,0,0.0,1
28,10,0,0,1,15,0,1.61,0
21,40,0,0,0,0,0,0.0,0
26,10,2,25,1,25,0,4.45,1
26,25,0,0,1,5,19,5.51,0
24,10,2,35,1,35,51,2.99,1
15,50,0,0,1,15,0,1.12,1
3,25,3,25,2,25,1,2.91,1
0,25,0,0,1,15,0,5.68,0
6,25,0,0,2,15,26,7.84,1
13,50,0,0,4,25,23,1.93,1
23,40,1,25,1,35,0,7.36,1
14,50,3,25,0,0,0,0.0,1
0,25,1,15,2,15,0,3.92,1
6,10,0,0,1,15,52,5.47,1
30,40,0,0,0,0,0,0.0,0
30,25,2,15,2,15,0,6.98,1
11,50,0,0,0,0,0,0.0,0
24,50,0,0,1,25,18,4.68,1
22,40,0,0,1,35,54,0.96,1
28,50,1,35,1,25,0,2.49,1
27,40,1,35,0,0,0,0.0,1
19,25,0,0,1,35,30,6.52,1
12,40,0,0,2,25,42,4.65,1
19,10,2,35,0,0,0,0.0,1
9,50,0,0,1,25,0,2.97,1
10,10,3,15,2,35,0,4.87,1
18,25,1,5,1,5,0,2.51,0
17,40,1,15,1,35,0,2.31,1
18,10,3,35,1,25,0,6.71,1
11,10,3,35,1,25,0,3.5,1
12,40,0,0,1,35,32,2.55,1
0,10,0,0,1,25,0,3.57,0
18,40,3,25,1,35,0,7.4,1
17,25,0,0,0,0,0,0.0,0
28,25,0,0,1,35,26,1.86,1
15,25,1,35,1,15,0,1.89,1
14,40,2,15,0,0,0,0.0,1
2,50,0,0,0,0,19,0.0,0
6,10,1,25,1,25,0,3.15,0
10,50,0,0,0,0,17,0.0,0
11,40,0,0,2,35,39,0.95,1
11,40,0,0,0,0,20,0.0,0
12,40,2,15,2,15,0,1.06,1
23,40,1,25,0,0,52,0.0,1
4,50,2,35,0,0,0,0.0,1
10,40,0,0,1,35,0,0.58,1
5,40,0,0,1,15,0,1.6,0
9,25,2,35,0,0,0,0.0,1
21,10,0,0,0,0,0,0.0,0
1,40,0,0,0,0,8,0.0,0
10,10,1,15,1,15,13,5.3,1
0,25,2,15,1,25,3,1.97,1
29,10,0,0,3,35,0,3.33,1
22,25,0,0,1,35,52,5.79,1
7,40,0,0,2,25,0,0.74,1
6,40,2,25,1,15,0,2.07,1
3,25,1,5,1,25,0,7.97,0
14,10,0,0,0,0,25,0.0,0
23,25,3,25,2,15,3,4.98,1
18,25,1,25,2,15,3,5.45,1
27,40,3,15,1,25,0,4.37,1
10,40,1,15,0,0,0,0.0,0
8,40,0,0,1,25,0,7.74,0
14,40,1,15,1,15,0,1.58,1
6,50,1,35,0,0,0,0.0,1
30,40,1,25,0,0,56,0.0,1
5,40,1,25,2,5,53,1.01,1
14,40,0,0,0,0,17,0.0,0
16,10,5,25,0,0,39,0.0,1
1,50,1,35,0,0,16,0.0,1
14,25,1,15,2,25,0,6.62,1
14,25,1,5,1,5,51,0.53,1
8,50,0,0,0,0,43,0.0,1
3,40,0,0,1,35,27,4.71,1
1,10,0,0,0,0,56,0.0,0
0,10,0,0,0,0,14,0.0,0
14,10,0,0,0,0,60,0.0,0
2,40,0,0,1,25,18,0.51,1
29,10,1,35,1,5,0,3.11,1
7,50,1,35,1,35,54,5.38,1
20,50,1,15,0,0,52,0.0,1
20,40,1,25,0,0,0,0.0,1
15,40,1,35,0,0,34,0.0,1
27,25,1,15,1,25,0,4.6,1
3,10,1,15,1,35,8,4.7,1
7,40,1,25,1,25,0,1.68,1
7,10,1,15,0,0,0,0.0,0
4,10,0,0,1,25,0,2.71,0
9,25,0,0,1,25,46,5.83,1
9,10,0,0,1,25,0,0.67,0
23,25,1,25,1,25,42,4.96,1
9,40,1,25,2,15,0,4.38,1
27,50,0,0,0,0,52,0.0,1
23,40,1,25,1,25,0,3.08,1
27,50,0,0,0,0,14,0.0,1
3,25,1,25,1,5,0,3.01,1
30,50,0,0,1,35,15,6.49,1
19,40,0,0,1,25,22,3.36,1
30,25,1,25,0,0,0,0.0,1
11,50,1,35,1,35,0,1.1,1
29,25,0,0,0,0,23,0.0,0
18,10,0,0,0,0,1,0.0,0
2,25,1,5,1,15,0,7.72,0
12,25,1,25,0,0,0,0.0,0
4,25,0,0,0,0,0,0.0,0
29,40,0,0,0,0,0,0.0,1
9,50,1,25,2,25,0,1.48,1
6,25,3,25,1,25,0,6.48,1
17,40,1,5,3,25,10,0.6,1
13,25,0,0,1,35,0,3.23,1
3,50,2,25,0,0,0,0.0,1
25,25,2,35,1,25,29,4.36,1
26,10,1,15,2,25,0,0.72,1
23,40,0,0,0,0,59,0.0,1
19,40,0,0,3,35,8,6.01,1
12,40,1,35,2,15,0,2.45,1
16,40,1,35,1,25,0,4.56,1
16,40,0,0,1,35,15,6.44,1
5,25,1,25,0,0,0,0.0,0
2,10,1,15,0,0,52,0.0,0
7,10,2,35,2,15,0,4.93,1
14,10,0,0,0,0,0,0.0,0
4,25,0,0,0,0,0,0.0,0
3,40,2,15,1,25,3,3.92,1
26,25,0,0,0,0,6,0.0,0
11,40,1,35,0,0,0,0.0,1
18,40,2,35,1,35,54,3.02,1
16,40,1,5,0,0,16,0.0,0
22,40,0,0,0,0,19,0.0,0
22,25,3,35,2,15,0,0.84,1
9,25,0,0,0,0,1,0.0,0
26,40,1,25,0,0,0,0.0,1
11,40,0,0,2,25,25,7.35,1
25,25,0,0,1,25,0,4.94,1
12,25,2,25,1,35,0,5.24,1
3,40,1,25,0,0,60,0.0,1
23,40,0,0,3,25,0,3.8,1
0,10,0,0,2,25,0,3.3,0
23,25,1,25,1,25,60,0.85,1
1,50,1,35,2,5,0,1.77,1
6,10,2,35,0,0,0,0.0,1
18,50,1,15,0,0,0,0.0,1
29,25,0,0,1,5,0,3.69,0
12,40,1,25,1,15,0,2.31,1
3,25,0,0,0,0,0,0.0,0
7,10,1,25,1,15,39,0.83,1
27,50,1,25,1,15,0,4.6,1
22,40,1,25,1,25,0,3.98,1
3,50,1,25,1,25,41,3.66,1
11,25,0,0,0,0,0,0.0,0
8,50,0,0,4,5,0,6.38,1
5,50,1,35,3,25,0,5.0,1
26,40,1,25,2,15,0,0.51,1
19,25,1,15,0,0,0,0.0,0
5,40,2,25,2,25,0,6.21,1
20,40,1,15,1,35,0,4.12,1
12,50,0,0,2,25,0,4.38,1
1,25,0,0,1,5,39,7.17,0
13,25,2,5,1,25,42,1.32,1
5,10,1,5,1,25,0,5.0,0
7,40,0,0,1,15,0,2.62,0
27,50,1,25,2,35,0,0.78,1
22,10,0,0,0,0,32,0.0,0
4,40,1,35,1,25,13,3.78,1
26,50,0,0,1,5,0,2.63,1
17,10,1,25,1,25,53,0.51,1
27,10,2,15,1,25,0,4.2,1
23,40,0,0,1,25,53,2.83,1
10,40,1,35,1,35,0,3.76,1
16,10,0,0,3,35,0,0.59,1
16,50,2,15,2,15,9,3.51,1
22,40,0,0,1,5,0,4.03,0
7,50,0,0,1,25,6,4.0,1
10,50,1,35,1,25,0,5.88,1
7,50,1,25,1,25,0,7.93,1
9,40,0,0,1,15,0,0.71,0
4,25,1,15,0,0,48,0.0,1
1,40,0,0,0,0,3,0.0,0
29,10,0,0,2,35,49,3.47,1
2,40,0,0,1,25,0,6.93,0
27,10,0,0,2,35,59,5.19,1
0,40,1,25,0,0,0,0.0,0
24,10,4,25,1,35,3,7.88,1
10,25,0,0,1,5,0,5.85,0
16,25,0,0,2,15,0,5.93,0
8,40,1,35,0,0,48,0.0,1
15,40,0,0,1,15,0,1.07,0
13,10,0,0,0,0,0,0.0,0
16,50,0,0,1,35,0,2.56,1
12,50,2,15,1,25,0,4.88,1
16,25,1,35,0,0,0,0.0,1
25,40,0,0,0,0,0,0.0,0
13,25,0,0,1,35,0,4.42,1
11,25,1,35,2,25,8,6.22,1
4,40,0,0,1,25,0,7.95,0
11,10,1,35,0,0,0,0.0,0
3,50,0,0,2,35,18,2.05,1
5,50,2,35,1,25,0,3.71,1
29,50,1,15,2,35,33,7.0,1
2,40,2,25,2,25,41,6.79,1
14,40,0,0,0,0,0,0.0,0
25,50,1,35,1,15,6,6.63,1
29,25,0,0,0,0,0,0.0,0
4,10,4,25,0,0,7,0.0,1
5,40,1,5,1,5,0,5.15,1
11,25,1,15,1,15,0,7.95,1
17,25,2,15,0,0,0,0.0,1
29,10,0,0,1,35,0,3.18,1
6,40,0,0,1,25,17,1.37,0
5,25,0,0,1,25,41,1.49,1
7,25,0,0,1,15,0,3.77,0
27,10,1,35,1,25,0,6.54,1
0,25,1,25,0,0,0,0.0,0
11,50,0,0,1,35,0,3.9,1
3,25,1,25,1,25,25,5.09,1
4,40,0,0,3,35,17,3.19,1
28,40,0,0,0,0,0,0.0,0
0,25,0,0,1,5,0,5.86,0
9,50,1,35,0,0,0,0.0,1
28,40,0,0,0,0,0,0.0,0
18,40,1,15,0,0,0,0.0,1
2,10,1,35,0,0,0,0.0,0
14,10,1,5,0,0,10,0.0,0
30,50,0,0,3,5,0,1.65,1
12,40,2,15,0,0,59,0.0,1
16,50,1,15,1,25,43,4.4,1
16,50,2,25,0,0,0,0.0,1
20,10,0,0,2,15,60,1.89,1
5,40,0,0,2,25,30,4.01,1
26,40,1,25,0,0,0,0.0,1
30,40,0,0,2,35,0,3.73,1
4,10,2,25,2,15,50,5.03,1
25,25,1,15,1,35,0,4.32,1
25,40,1,5,1,5,0,7.82,1
22,40,0,0,1,25,39,7.25,1
11,40,1,25,2,25,0,2.71,1
14,25,1,5,1,25,0,1.41,0
26,25,5,35,0,0,0,0.0,1
4,50,0,0,1,5,0,0.99,0
25,25,4,35,3,35,0,1.98,1
28,25,4,35,1,35,0,2.17,1
21,40,1,25,2,25,32,7.17,1
10,25,1,25,1,25,0,7.44,1
17,40,0,0,2,25,0,2.23,1
1,25,0,0,4,25,29,6.19,1
28,50,1,25,1,25,0,6.77,1
10,50,3,35,1,25,0,3.33,1
1,50,0,0,1,35,31,7.04,1
24,40,2,35,0,0,25,0.0,1
20,25,2,25,0,0,0,0.0,1
19,40,3,25,1,25,39,7.91,1
1,50,0,0,0,0,0,0.0,0
23,40,0,0,0,0,30,0.0,1
19,40,2,35,0,0,0,0.0,1
24,40,1,5,2,15,0,7.76,1
25,40,0,0,0,0,59,0.0,1
6,40,1,25,0,0,0,0.0,1
6,25,0,0,0,0,54,0.0,1
28,40,1,25,0,0,28,0.0,1
16,40,2,35,0,0,0,0.0,1
13,10,1,25,0,0,24,0.0,0
8,50,1,15,0,0,0,0.0,0
19,40,0,0,1,35,0,6.06,1
23,10,1,15,2,15,46,3.29,1
0,50,1,25,0,0,39,0.0,1
17,40,1,35,4,15,0,2.2,1
30,40,0,0,2,35,14,7.95,1
8,25,1,35,0,0,0,0.0,1
8,50,1,25,1,15,51,2.57,1
27,25,2,15,1,15,0,3.79,1
1,40,1,35,1,25,41,2.48,1
12,10,4,35,1,35,0,4.22,1
14,40,1,25,1,5,0,1.33,1
24,40,2,25,0,0,38,0.0,1
3,40,0,0,0,0,0,0.0,0
13,40,1,15,0,0,47,0.0,1
4,50,1,35,1,25,14,6.57,1
24,40,0,0,0,0,48,0.0,1
19,25,0,0,1,5,0,4.29,0
15,50,0,0,0,0,0,0.0,0
12,40,1,25,1,25,8,3.65,1
4,50,1,25,2,25,0,3.22,1
28,50,0,0,2,15,0,4.85,1
20,50,2,35,1,35,48,6.35,1
9,40,0,0,1,25,36,7.27,1
12,40,2,25,0,0,35,0.0,1
22,25,1,35,1,35,44,6.81,1
22,40,1,25,2,35,0,3.84,1
14,40,2,25,0,0,0,0.0,1
9,40,1,35,1,35,19,6.75,1
20,50,0,0,0,0,0,0.0,0
20,10,0,0,0,0,47,0.0,1
18,25,0,0,1,35,0,4.46,1
2,40,1,35,2,25,0,5.29,1
14,25,1,35,1,35,2,5.56,1
19,10,1,35,0,0,0,0.0,1
29,25,1,25,1,25,42,3.5,1
16,50,0,0,2,15,0,4.15,1
10,40,2,15,2,25,48,5.69,1
17,10,0,0,2,25,0,2.81,0
5,10,0,0,1,25,0,6.1,0
2,40,2,25,0,0,0,0.0,1
21,25,0,0,0,0,0,0.0,0
30,40,0,0,2,35,0,3.16,1
26,40,2,35,0,0,1,0.0,1
18,25,2,25,0,0,0,0.0,1
1,40,0,0,0,0,0,0.0,0
30,25,1,35,0,0,0,0.0,1
13,25,1,35,1,25,0,4.89,1
8,50,0,0,1,15,42,6.78,1
27,40,1,35,2,5,47,0.67,1
23,50,0,0,3,35,32,2.3,1
23,25,1,35,0,0,37,0.0,1
8,25,0,0,1,25,0,4.71,0
30,40,3,25,1,25,4,1.3,1
14,40,0,0,1,35,0,2.04,1
16,50,0,0,1,35,60,6.12,1
23,10,1,25,0,0,0,0.0,0
20,50,1,35,1,25,59,0.69,1
5,50,0,0,0,0,46,0.0,1
9,40,0,0,2,25,0,5.08,1
11,25,0,0,1,15,1,0.76,0
29,40,0,0,0,0,0,0.0,0
22,25,1,15,1,35,0,1.37,1
11,40,0,0,1,25,26,3.43,1
22,40,0,0,2,35,0,7.74,1
22,50,1,15,2,15,50,4.59,1
12,40,1,35,1,25,41,2.84,1
12,40,2,25,0,0,0,0.0,1
27,40,2,25,0,0,55,0.0,1
17,40,0,0,0,0,37,0.0,1
4,50,0,0,1,25,0,3.58,1
22,25,0,0,1,25,0,4.77,1
18,50,1,15,0,0,0,0.0,1
15,50,0,0,0,0,0,0.0,0
22,50,0,0,0,0,0,0.0,0
28,40,3,25,3,25,0,5.15,1
10,50,0,0,0,0,43,0.0,1
12,25,2,35,0,0,21,0.0,1
5,40,1,25,1,35,0,2.51,1
20,10,2,25,0,0,49,0.0,1
12,25,1,25,0,0,33,0.0,1
10,25,0,0,1,25,0,1.98,0
21,25,1,35,1,35,0,4.21,1
12,25,0,0,1,15,0,5.34,0
14,50,0,0,2,25,49,6.62,1
13,25,1,35,3,15,0,4.95,1
8,40,0,0,1,15,13,5.69,1
3,10,2,25,0,0,0,0.0,0
25,40,1,25,0,0,17,0.0,1
2,40,2,15,2,35,0,4.13,1
10,25,1,25,0,0,0,0.0,0
20,40,0,0,2,5,6,4.75,0
4,50,0,0,1,35,0,5.27,1
